,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
269,US,14738294,R23PEFMHJT5INL,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,3,0,0,N,Y,Three Stars,after 2 nights of use it wouldn't hold air..had to keep filling it through out the night,7/7/2015
270,US,5181020,R22D905LUXQS25,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Very Cozy..,Very nice and I can sleep well on it....,7/7/2015
271,US,29226502,R8WGEMBEFV8QW,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Five Stars,This is the best air mattress ever!,7/7/2015
272,US,18793502,R22EN26X1IN45Z,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,4,0,0,N,Y,but it very comfortable. I love how high it is,"Definitely deflates a little every night, but it very comfortable. I love how high it is!!! It makes me feel like I'm on a real mattress",7/6/2015
273,US,52879857,R2N1BL8SVTN2R4,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,This is a fantastic emergency guest bed,This is a fantastic emergency guest bed. It pumps up quickly and deflates completely flat to roll up in a storage bag. Best of all same height as a regular bed. A must purchase - way better than an aerobed and way less expensive.,7/6/2015
274,US,33990895,R374G0U87RNUEA,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,1,1,1,N,Y,One Star,Only used 3x and it losses air,7/6/2015
275,US,2433666,R2TTB3HX87YU71,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,1,N,Y,Five Stars,Like it,7/6/2015
276,US,28707313,RHI4LSKLWWUQI,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Very Comfortable,Very Comfortable,7/5/2015
277,US,12572974,R3650GD8DNYMHW,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,3,0,0,N,Y,Was disappointed. I've ordered this same exact model before throughout ...,"Was disappointed. I've ordered this same exact model before throughout the years, but this one, though shipped nicely & it looked just as nice as the others'...this one just didn't hold up as long as the other 3-4 I've had for the same guests to use?",7/5/2015
278,US,46568691,R2DKGKYNS9VZG1,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Five Stars,I got the best night's sleep camping with this.  Can't recommend it enough.  Love the built in pump.,7/5/2015
279,US,28898171,R1T3B073OCT9RZ,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,1,1,1,N,Y,horrible product with zero customer support,"After my visiting daughter slept on it for three weeks a chamber burst and there was what she called a speed bump. Three days later another burst. I never over filled the bed. It's  just a cheap, horrible product with zero customer support. AVOID!!",7/5/2015
280,US,27692902,R1A5B6QRW2PZCU,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,1,1,1,N,N,It Sucks Mattress!,Sucks! meaning it literally sucks the mattress into itself when deflating.<br /><br />Thus....it WILL NOT DEFLATE. Bummer because we only have used it 2 times.,7/3/2015
281,US,1850917,R1DOTY7QJNTU9H,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,2,0,0,N,N,Airbed,"We were very excited to use this and end up disappointed. We had experience the disaster after 2 weeks. After waking up we heard a whistling sound and upon checking there was an airleak. After that we werent able to use the bed because once you add more air, the leak becomes bigger and bigger.",7/2/2015
282,US,47394886,R1U0OL08KP1S2D,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,N,Works,Item is as described.,7/2/2015
283,US,15951177,R1NODRZYILEDEC,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Held up great,"The height on this mattress makes it easy to get in and out of even for those who have issues. I can sit on the edge of the bed and stand up with no problems. The matress held up amazingly well, needed very little air added after the first two nights. We had three people on the matress totaling about 550lbs for 7 straight nights.",7/2/2015
284,US,44038586,R1R2BGLE3EGBH0,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,1,0,0,N,Y,One Star,Started developing some type of bulge in the middle after using it for two weeks...,7/1/2015
285,US,2056819,R3EUDX47L9X1Y9,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,1,14,16,N,Y,"Worst Purchase Ever, Avoid wasting your money!!!","This bed lasted less than 4 months!! In less than 4 months, one of the bed pleats on top let go and so 2 pleats became 1 large one resulting in a large bulge as shown in the picture! I called the customer service to tell them what happened hoping that they would take responsibility and try to compensate me in whatever way possible since their product is faulty, and all I got from them was that they won't be able to do anything about it since it is out of the warranty period! I tried to negotiate with them and asked them to give me a discounted price on a new one and they refused and refused to help me in any kind of way!<br /><br />This company does not care about its' customers' satisfaction! All it cares about it getting your money and THAT'S IT, which is a big proof of how cheap this company is and its' faulted products!",7/1/2015
286,US,29674389,R10MHMAXOJWAY8,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,extremely comfortable to use great carrying bag included and a nice ...,"There is no other way to camp, extremely comfortable to use great carrying bag included and a nice built in pump for inflating and deflating",7/1/2015
287,US,27527504,RFURPRBRM1A1V,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,1,N,Y,Five Stars,Great,7/1/2015
288,US,46289943,RFGS7PQK98OFX,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,3,0,0,N,Y,Three Stars,"nice mattress, just had to keep putting air in it to keep firmness.",6/30/2015
289,US,12085309,R39ZDXO5LRU1U9,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,4,0,0,N,Y,this is the most comfortable air bed i have ever used,"this is the most comfortable air bed i have ever used, BUT....the seams are prone to small tears.  after using the bed for about a month, the seams between each of the baffles on the top surface began getting small tears.  every other day or so, i'd have to patch...finally, i just patched them all and I have had better luck since.  i still have a very small one some place, but it is so easy to pump up with the built-in pump, that it is not really an issue to put a little air in each night before going to bed.",6/29/2015
290,US,44666490,R21ZT5KHVSA6N4,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,3,0,0,N,Y,Three Stars,It lasted only a few months!,6/29/2015
291,US,24849138,R26X9HFCILTM3D,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Very comfortable and entirely functional,"This bed is very comfortable, nearly as comfortable as my mattress and box springs. I use it when I have guests and it does not take up space otherwise.",6/29/2015
292,US,37153267,R3OMFFLYVMMHZ2,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,... of Air mattresses and this is by far or favorite. It's flat unlike our previous one when there ...,We've had several different types and brands of Air mattresses and this is by far or favorite. It's flat unlike our previous one when there was a raised end preventing you from being able to use pillows. Very comfortable and the built in pump saves time and space.,6/28/2015
293,US,14794241,R318WR30A5UWF0,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Five Stars,EXELLENT,6/28/2015
294,US,38101156,R2CGOKOXHNT5MP,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,4,0,0,N,Y,Four Stars,Had to air it up during the first night of use.,6/27/2015
295,US,14860409,R3CIQY31YNCR0I,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,and it worked great! It inflates and deflates easily,"I bought this for a retreat I went on, and it worked great!  It inflates and deflates easily.  It was pretty comfortable - so much so that I occasionally sleep on it at home as well, just because it's so comfy.  I have hip & leg issues, and it is high enough that I easily get up from it, as long as it's well-inflated. The price was very reasonable for an Intex bed.  I highly recommend this one.",6/27/2015
296,US,2117221,R1KHK277R6K7L3,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,4,0,0,N,Y,Four Stars,great time,6/27/2015
297,US,10930256,R2VXGU2KQCS9IB,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Best Airbed Ive owned,I've had a number of Airbeds including the very expensive ones that have the built in headboards. They never seemed to last long so i decided to replace my last one with a less expensive one and bought this for around $100 less than the last. I often have back problems on different mattresses and was somewhat worried I would using this one while shopping around for a new permanent mattress. I was so surprised & delighted at the comfort & ease of the inflation. I liked the fact that the cord could be stored in its own cubby in the mattress also. Would highly recommend this product.,6/26/2015
298,US,21801180,R3E51GON9RXR7O,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,2,0,0,N,Y,Besides the defects it was pretty comfortable,The third time we used it decided to turn into a marshmallow two of the seams gave away this is the second one we had that had a defect the first one the pump stopped working. Besides the defects it was pretty comfortable,6/26/2015
299,US,18233388,R28TN4T754M0L1,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Five Stars,THE most comfortable air bed!,6/26/2015
300,US,14457810,RIQC74ORCNSD2,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,It is very nice. I really like that it is tall,"It is very nice.  I really like that it is tall, which makes for much easier in and out.  I have had to add air about every other day, but the directions said that it would need to because the material needs to expand when new.",6/26/2015
301,US,12794498,R365NP0NZF3LSB,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,4,0,0,N,Y,I love how there are 2 layers,"Very comfy airbed! 2 people, totaling 320 lbs, have slept on it, no problem. I love how there are 2 layers, so you don't have to worry about waking up and feeling the floor due to the inevitable deflating. Its easy to set up and put away. I like how the carrying bag is extra large. Many bags are too small and you can't ever put the bed back in the bag. Not this one!",6/25/2015
302,US,46648091,R2PKQ0N51O1Z1P,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,1,1,3,N,Y,One Star,scam,6/25/2015
303,US,52627760,R2GFQ3WUXBCE9S,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,N,This is a very comfortable bed! I slept on it for nine nights ...,This is a very comfortable bed! I slept on it for nine nights and it held its air until the very last day. There was very little air leakage. It was so easy to inflate. I ordered a queen size and the same size sheets fit perfectly! I would order this bed again and I would recommend it to friends!,6/24/2015
304,US,42682124,R320OE2MV0N159,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Five Stars,works great no problems so far used it 10X,6/24/2015
305,US,8465670,R36J8T1DSE259G,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,3,0,0,N,Y,... on it for 3 straight weeks and it is super comfortable.,I have slept on it for 3 straight weeks and it is super comfortable.  Edit: After I posted this review it began to have holes in it 3 weeks afterwards and continued to deflate. Leaving my sleeping on a chair.,6/24/2015
306,US,34997126,R2RXTLEUMPCZLO,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Great price work perfectly..,I used this airbed prior to my move to a new location it was excellent and so reasonably priced.,6/23/2015
307,US,14159240,R2NDB8FWL68V9F,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,4,0,0,N,Y,Four Stars,Very comfortable. Inflates in minutes.,6/23/2015
308,US,25774406,R3H2VXVXP4UH50,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,4,0,0,N,Y,Four Stars,Both Convenient and Comfortable. Just needed to add air with a simple switch on occasion.,6/23/2015
309,US,1472869,R25NI2H3OX2DES,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,3,0,0,N,Y,Good.. but keep a little wind,Good .. but keep a little wind falls,6/23/2015
310,US,40732038,R1XW3G004JDP9K,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,GREAT mattress!,GREAT mattress!!! Love it love the height love the feeling I use it to visit my brother and I sleep like a queen.,6/23/2015
311,US,41875146,R165ME0FID9CR4,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,1,1,1,N,Y,Do not purchase!,The airbed is defective. One of the seams came loose and creates a huge lump in the bed.,6/23/2015
312,US,29527688,R2MJ6FUE3034O5,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,A MUST FOR TRIPS,I'd buy this a million times over. I brought it for Christmas for my husband and I to sleep on a my parents house. I've had it for a few years now. It blows up quick and stays inflated and firm. We are each around 200 lbs and it holds well! It's also spacious. Granted if one person moves a lot it'll be uncomfortable (but that's what you are gonna get with ANY air mattress). It folds up into a bag that will be pretty large to store (e.g. won't fit under a bed or easily tucked away in a closet) but it's worth it for the convenience of it.,6/22/2015
313,US,19594395,R2Y227BK7PE11A,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Really comfortable.,"This is now my main bed in my home. No more heavy mattresses to move, or lift. When it is time to move, or I need more room to get anything done, deflate, pick it up put it against a window, whatever. Really comfortable.",6/22/2015
314,US,4545608,R2UWNT4VYDKLSR,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,2,2,N,Y,Airbed,"I just bought a battery operated pump, to go with the Intex Downy Airbed with the electric built in air pump.  I will be camping without electricity and needed a battery operated air pump.  The coleman inflatable Camping mattress 4 D Battery quick pump  w/ Valve adapter does work well with the Intex Airbed.  So now I can camp in areas with or without electricity.  You can also use a hand pump.",6/22/2015
315,US,1729761,R15G686FZ8YZ0S,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,3,0,0,N,Y,Three Stars,Great until these huge air bubbles formed on the air bed smh 😒,6/22/2015
316,US,31276342,RGQH4HSK1DIQ3,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,3,0,0,N,Y,Three Stars,nice,6/20/2015
317,US,41955597,R2PH43LSUY70AD,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,2,0,0,N,N,Comfy till it breaks,"Very comfortable until, three weeks after purchase, an inner chamber came loose and formed a huge lump in the middle.  Had to be returned.",6/20/2015
318,US,26201254,RNWRTXMC140PF,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Comfortable!!!!,So easy to set up. Love the higher height. Very comfortable. I actually prefer this over my tempurpedic mattress!!,6/20/2015
319,US,44989827,R389HI6G45SWN1,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,3,0,0,N,Y,Nice air bed,"Nice air bed ,but i ordered a queen size and a full size came in the queen box, to much hassle to try and get back in the box so i kept it.",6/20/2015
320,US,524036,RPWT699M7HQZF,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,3,0,0,N,Y,really did good team work,"Lee and candace thomas who were the customer service agents , really did good team work . they handle all my needs and more . david the network specialist , is awsome in keeping trac on track",6/19/2015
321,US,38278558,R1FJIG4R0HJ4G5,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,The air bed started out fine.. But as of today started noticing a ...,The air bed started out fine..But as of today started noticing a big bubble on the end..So not sure what to expect.<br />All in all its an ok air bed.,6/18/2015
322,US,10277543,R2909MZ02GIMCE,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,2,0,0,N,Y,Bowl Sleeping,This bed is at a nice level when it's aired up. It airs up nicely. The main problem with this bed and the reason we aren't keeping it is because after its aired up the edges are higher and you end up being in a bowl - so to speak - We used a battery operated pump and the plug in method. Deflated nicely. Storage bag never fits like they need too.,6/18/2015
323,US,18285611,R2MXS1QYC035J5,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,COMFY,its great!,6/17/2015
324,US,2471538,R2Y88OOJFNSQD,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,2,0,0,N,Y,Disappointed.,Looks great but popped in less than a week being used inside with no rough housing. There was only a mature tween sleeping on it of 90 pounds. I'm a Scout leader and even I couldn't get it patched correctly. It would just deflate everyday.<br /><br />I was hoping to use this short term (less than a month) until we replaced his bed but it couldn't even hold up a week.,6/17/2015
325,US,21289454,R304VQ1MUW2VIM,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,3,0,0,N,Y,Very good for the price,"Very good for the price, but it got a small hole after a few months and I can't find it.  Now it deflates over the course of the night.  If you buy this, be ready for that to happen.",6/17/2015
326,US,34827982,RP1SNF1EE1CN1,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Five Stars,one of the best air mattresses I've ever slept on,6/16/2015
327,US,16489693,R3E2NA0RF339DT,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,1,2,2,N,Y,I would not recommend this mattress to my worse enemy,"Right now there is a two foot wide hump in the mattress where two of the baffles have become one. I would not recommend this mattress to my worse enemy. It's crap! If it were possible to give this zero or negative stars, I would!",6/16/2015
328,US,6810116,R2EE6CAWLHZ3JH,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Five Stars,Perfect and on time.,6/16/2015
329,US,2905311,R2ZT1FVJXWGDVV,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,4,1,1,N,Y,Four Stars,Love it,6/15/2015
330,US,36548149,R2ALUEDKQ86GCD,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,1,2,2,N,Y,"If you like things that don't work, buy this.","I don't know, maybe it's a great product but I'll never know because the one we got was shipped with a leak in it and never worked for more than a few minutes.",6/15/2015
331,US,49012683,R1NJ1UHYTNWQBC,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,3,0,0,N,Y,Three Stars,Great bed.... deflates somewhat every night.,6/15/2015
332,US,22641065,RAVKC50J2LZVP,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Five Stars,excellent product and service,6/15/2015
333,US,11080391,R12R5R3RU9GS20,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,1,1,1,N,Y,"Total waste, ordered one and stored for later used","Total waste, ordered one and stored for later used, should have checked it thoroughly when it arrived, I just opened the item a couple months later and it had a big leak in the bottom, DOA.",6/14/2015
334,US,47139482,RDF0RINEM3UHY,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,1,1,N,Y,great when camping with the wife,"I'm 320lbs and I have slept well on it many times, great when camping with the wife, or for setting up in the truck for drive in movie night.",6/13/2015
335,US,19968792,R3PI27D1MUYUR6,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,"Excellent Company, Best Price, Great Attitude","Excellent service, shipped quickly! Love the Intex Air Bed, high enough so I don't have to get on my knees to get off of it. Built-in air pump is super!<br /><br />Maslow's Mountain Company attitude is GREAT and upbeat!",6/12/2015
336,US,39820610,RFBA7QQML3PZV,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,1,1,1,N,Y,Not worth the price!,"I've bought 2 of these and been unhappy with both.  The seams, that reach down to connect bottom and top, pop loose after about a month of use.  Bad construction, bad deal!",6/12/2015
337,US,11795516,R210MHEVUT0GPY,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Five Stars,Excellent!!!!!!,6/12/2015
338,US,7840821,R2D5FHCRSSP1Y9,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,2,0,0,N,Y,Not so good,Bed was fine now the bed has a huge lump in the middle so im not happy at all,6/11/2015
339,US,14769287,R31V5GWIRRXUQP,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Awesome bed,I love this bed!!!! I need to get another one in case this goes flat.<br />2 1/2 months after using the bed as our bed the 2 side seams on top popped it didnot flatten the bed but there is a huge bump where the two seams popped. Lesson is always have an extra bed on hand,6/11/2015
340,US,47492187,R2B3I8N06BL6YI,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,1,1,1,N,Y,the first three nights was fine. the fourth night sometime during the night powww ...,"I purchased this bed in November of 2013 with the intension of using it in August of 2014 which was way past the 90 days ,<br />the first three nights was fine .the fourth night sometime during the night powww split right down the seam ,what a waste of money .i just purchased another kind which again will not be used before August i am hoping for the best with this one .",6/11/2015
341,US,22824514,R29M20S4XMYSM3,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,1,1,1,N,Y,Intex sucks !!,"I've had this thing for less than a month and there is already a big lump in the mattress, happens every time I buy this brand ... will NOT be buying anything else manufactured from INTEX !!",6/10/2015
342,US,3011135,R2MTFKN52SL9VY,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,2,0,0,N,Y,Hump developed within a few weeks as a result if ...,"Hump developed within a few weeks as a result if the stitching coming out, and I did not over inflate.",6/10/2015
343,US,953581,R2L91FGABDPOR0,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Excellent.. used last sat for a sleep over,Excellent..used last sat for a sleep over. Very comfortable.,6/10/2015
344,US,52241503,R12I78YWYTU6Z0,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Excellent Air Mattress,Excellent air mattress. This is easy to inflate and deflate. It sits very high from the floor. It's very comfortable. We've used this to entertain guests several times with no complaints.,6/10/2015
345,US,51647555,RC44F2RYK9T8,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,2,0,0,N,Y,but the design of this one is poor. The chambers running vertically up and down the ...,"I've used a few of these types of mattresses, but the design of this one is poor. The chambers running vertically up and down the bed, cause you to roll into the middle. Not so bad with one person, but with two, you're fighting to avoid rolling into each other. Other designs don't have this problem. Wish I had tried it out early enough to return it. Now I'm stuck with it. Intex makes good mattresses, just avoid this design where the ribs run in this direction.",6/9/2015
346,US,41180977,RS0QJCGXFQZFW,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,4,0,0,N,Y,but it inflates quickly and is very comfortable. The big question will be how long it ...,"Haven't used this one but a few times, but it inflates quickly and is very comfortable.  The big question will be how long it lasts.  as I had another one and it was great for a few years and then it either sprung s a small leak and deflated slowly during the night as we slept on it or it just stopped being able to hold air.",6/9/2015
347,US,41334116,R3P41PQPURXYR8,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,4,0,0,N,N,This product was great however after 7 months of use a big bulge ...,This product was great however after 7 months of use a big bulge is in the center.  I wonder if I can return it??,6/9/2015
348,US,42154027,R3OL0F9AUZ6T5J,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,5,0,0,N,Y,Sleeping great.,"Dreams do come true with this mattress in mind, you must have it.",6/8/2015
349,US,27629246,R1A6GS01DKJA4Y,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,2,0,0,N,Y,Thanks for nothing,"Highly disappointed that it only is able to plug into the wall. No where on the description does it say that it is for indoor use only. On the box that is exactly what it says. I bought this for a camping trip, meaning no outlets available.  We could not use it as intended. Ended up sleeping on it on the floor. Wow! So amazing!! Not really.  Amazon needs to make sure that in the description it says indoor use only or pump is for an electrical outlet only. Only keeping it in case I have a house guest, now I have to spend more money and buy an alternative for a camping one.",6/8/2015
350,US,49074026,R1I6Y1VWMBM0PY,B000M0MJU2,805416447,"Intex Raised Downy Airbed with Built-in Electric Pump, Queen, Bed Height 22""",Outdoors,3,0,1,N,Y,Good bed even if you have  to replace once in a while.,At first I have 2 of these beds and I love them they are high off the ground and very comfortable UNTIL one of the baffles comes lose then you get a big bulge. It happen to one and then about a month later the other one. We can still use them we have just turned it over and only one person sleeps on each of them so the bulge is on the opposite side. They may last longer if they aren't sleep on it every night. We just moved and this was the quickest and easiest thing to use. I was planning on purchasing a bed but it was comfortable enough so I was just going to continue to use it. I can say I'm thinking of purchasing replacements because of the comfort level. If you don't mind replacing them once in a while I would consider purchasing one.,6/6/2015
